FechaPublicacion,Fecha,CodigoDuracion,CodigoEmbalse,RegionHidrologica,VolumenUtilDiarioMasa,VolumenTotalMasa
2025-09-02,2025-09-01,P1D,SISGA,Centro,85640000,85640000
2025-09-02,2025-09-01,P1D,PENOL,Antioquia,964050000,1041890000
2025-09-02,2025-09-01,P1D,ELQUIMBO,Centro,2248240000,2713060000
2025-09-02,2025-09-01,P1D,PORCE2,Antioquia,63830000,102620000
2025-09-02,2025-09-01,P1D,PRADO,Centro,243950000,571770000
2025-09-02,2025-09-01,P1D,MIRAFLOR,Antioquia,68000000,73320000
2025-09-02,2025-09-01,P1D,ALTOANCH,Valle,6400000,12720000
2025-09-02,2025-09-01,P1D,PUNCHINA,Antioquia,27830000,41810000
2025-09-02,2025-09-01,P1D,BETANIA,Centro,627610000,1083110000
2025-09-02,2025-09-01,P1D,CALIMA1,Valle,373800000,478160000
2025-09-02,2025-09-01,P1D,ESMERALD,Oriente,556650000,577360000
2025-09-02,2025-09-01,P1D,SOGAMOSO,Centro,2566730000,3131360000
2025-09-02,2025-09-01,P1D,CHUZA,Oriente,188580000,198900000
2025-09-02,2025-09-01,P1D,RIOGRAN2,Antioquia,122280000,169920000
2025-09-02,2025-09-01,P1D,TOMINE,Centro,400950000,400950000
2025-09-02,2025-09-01,P1D,TRONERAS,Antioquia,11330000,19780000
2025-09-02,2025-09-01,P1D,MUNA,Centro,11910000,11990000
2025-09-02,2025-09-01,P1D,AGREGADO,Centro,11238590000,15486280000
2025-09-02,2025-09-01,P1D,NEUSA,Centro,95780000,95780000
2025-09-02,2025-09-01,P1D,GUAVIO,Oriente,521840000,764600000
2025-09-02,2025-09-01,P1D,PLAYAS,Antioquia,44030000,63600000
2025-05-26,2025-05-25,P1D,ITUANGO,Antioquia,109210000,1408210000
2025-05-26,2025-05-25,P1D,PORCE3,Antioquia,81110000,110560000
2025-05-26,2025-05-25,P1D,PUNCHINA,Antioquia,40380000,54360000
2025-05-26,2025-05-25,P1D,SANLOREN,Antioquia,145590000,162450000
2025-05-26,2025-05-25,P1D,CALIMA1,Valle,308530000,412890000
2025-05-26,2025-05-25,P1D,SALVAJIN,Valle,555820000,647270000
2025-05-26,2025-05-25,P1D,ESMERALD,Oriente,388565000,409275000
2025-05-26,2025-05-25,P1D,SOGAMOSO,Centro,2679430000,3244060000
2025-05-26,2025-05-25,P1D,CHUZA,Oriente,119594000,129914000
2025-05-26,2025-05-25,P1D,RIOGRAN2,Antioquia,141440000,189080000
2025-05-26,2025-05-25,P1D,PENOL,Antioquia,852000000,929840000
2025-05-26,2025-05-25,P1D,TOMINE,CENTRO,291748000,291748000
2025-05-26,2025-05-25,P1D,TRONERAS,Antioquia,22320000,30770000
2025-05-26,2025-05-25,P1D,GUAVIO,Oriente,436745000,679505000
2025-05-26,2025-05-25,P1D,MIRAFLOR,Antioquia,7390000,12710000
2025-05-26,2025-05-25,P1D,ALTOANCH,Valle,10440000,16760000
2025-05-26,2025-05-25,P1D,MIEL1,Caldas,410290000,456570000
2025-05-26,2025-05-25,P1D,BETANIA,Centro,644301000,1099801000
2025-05-26,2025-05-25,P1D,URRA1,Caribe,1002290000,1356300000
2025-05-26,2025-05-25,P1D,SISGA,CENTRO,62685000,62685000
2025-05-26,2025-05-25,P1D,MUNA,Centro,12121000,12201000
2025-05-26,2025-05-25,P1D,AGREGADO,Centro,449939000,449939100
2025-05-26,2025-05-25,P1D,ELQUIMBO,Centro,2030409000,2495229000
2025-05-26,2025-05-25,P1D,PORCE2,Antioquia,43990000,82780000
2025-05-26,2025-05-25,P1D,NEUSA,CENTRO,95506000,95506100
2025-05-26,2025-05-25,P1D,PRADO,Centro,477470000,808260000
2025-05-26,2025-05-25,P1D,PLAYAS,Antioquia,42700000,62270000
2025-04-15,2025-04-14,P1D,ITUANGO,Antioquia,121900000,1420900000
2025-04-15,2025-04-14,P1D,MIEL1,Caldas,367520000,413800000
2025-04-15,2025-04-14,P1D,PORCE3,Antioquia,81790000,111240000
2025-04-15,2025-04-14,P1D,PUNCHINA,Antioquia,38990000,52910000
2025-04-15,2025-04-14,P1D,BETANIA,Centro,563213000,1018713000
2025-04-15,2025-04-14,P1D,URRA1,Caribe,791800000,1145810000
2025-04-15,2025-04-14,P1D,SANLOREN,Antioquia,89250000,106110000
2025-04-15,2025-04-14,P1D,CALIMA1,Valle,232930000,337290000
2025-04-15,2025-04-14,P1D,SALVAJIN,Valle,350900000,442350000
2025-04-15,2025-04-14,P1D,ESMERALD,Oriente,191306000,212016000
2025-04-15,2025-04-14,P1D,SOGAMOSO,Centro,1592660000,2157290000
2025-04-15,2025-04-14,P1D,SISGA,CENTRO,51025000,51025000
2025-04-15,2025-04-14,P1D,PENOL,Antioquia,689200000,767040000
2025-04-15,2025-04-14,P1D,TOMINE,CENTRO,279469000,279469000
2025-04-15,2025-04-14,P1D,TRONERAS,Antioquia,19660000,28110000
2025-04-15,2025-04-14,P1D,MUNA,Centro,11630000,11710000
2025-04-15,2025-04-14,P1D,AGREGADO,Centro,419582000,419582100
2025-04-15,2025-04-14,P1D,NEUSA,CENTRO,89088000,89088100
2025-04-15,2025-04-14,P1D,GUAVIO,Oriente,248914000,491674000
2025-04-15,2025-04-14,P1D,PLAYAS,Antioquia,51870000,71440000
2025-04-15,2025-04-14,P1D,MIRAFLOR,Antioquia,5630000,10950000
2025-04-15,2025-04-14,P1D,RIOGRAN2,Antioquia,91390000,139030000
2025-04-15,2025-04-14,P1D,ELQUIMBO,Centro,1611138000,2075958000
2025-04-15,2025-04-14,P1D,PRADO,Centro,436340000,767130000
2025-04-15,2025-04-14,P1D,ALTOANCH,Valle,3370000,9690000
2025-04-15,2025-04-14,P1D,CHUZA,Oriente,81186000,91506000
2025-04-15,2025-04-14,P1D,PORCE2,Antioquia,47190000,85980000
2025-06-27,2025-06-26,P1D,ALTOANCH,Valle,18980000,25300000
2025-06-27,2025-06-26,P1D,ITUANGO,Antioquia,114780000,1413780000
2025-06-27,2025-06-26,P1D,MIEL1,Caldas,362220000,408500000
2025-06-27,2025-06-26,P1D,PORCE3,Antioquia,79750000,109200000
2025-06-27,2025-06-26,P1D,PUNCHINA,Antioquia,28060000,42040000
2025-06-27,2025-06-26,P1D,BETANIA,Centro,683459000,1138959000
2025-06-27,2025-06-26,P1D,SANLOREN,Antioquia,154670000,171530000
2025-06-27,2025-06-26,P1D,CALIMA1,Valle,350130000,454490000
2025-06-27,2025-06-26,P1D,SALVAJIN,Valle,645060000,736510000
2025-06-27,2025-06-26,P1D,ESMERALD,Oriente,533089000,553799000
2025-06-27,2025-06-26,P1D,SOGAMOSO,Centro,2627140000,3191770000
2025-06-27,2025-06-26,P1D,CHUZA,Oriente,166533000,176853000
2025-06-27,2025-06-26,P1D,SISGA,CENTRO,81751000,81751000
2025-06-27,2025-06-26,P1D,RIOGRAN2,Antioquia,140820000,188460000
2025-06-27,2025-06-26,P1D,PENOL,Antioquia,977310000,1055150000
2025-06-27,2025-06-26,P1D,TOMINE,CENTRO,319902000,319902000
2025-06-27,2025-06-26,P1D,TRONERAS,Antioquia,11960000,20410000
2025-06-27,2025-06-26,P1D,MUNA,Centro,11840000,11920000
2025-06-27,2025-06-26,P1D,AGREGADO,Centro,497342000,497342100
2025-06-27,2025-06-26,P1D,PORCE2,Antioquia,48550000,87340000
2025-06-27,2025-06-26,P1D,PRADO,Centro,490600000,821390000
2025-06-27,2025-06-26,P1D,PLAYAS,Antioquia,37750000,57320000
2025-06-27,2025-06-26,P1D,MIRAFLOR,Antioquia,30150000,35470000
2025-06-27,2025-06-26,P1D,URRA1,Caribe,1047290000,1401300000
2025-06-27,2025-06-26,P1D,NEUSA,CENTRO,95689000,95689100
2025-06-27,2025-06-26,P1D,GUAVIO,Oriente,502866000,745626000
2025-06-27,2025-06-26,P1D,ELQUIMBO,Centro,2212314000,2677134000
2025-08-06,2025-08-05,P1D,ESMERALD,Oriente,515080000,535790000
2025-08-06,2025-08-05,P1D,SOGAMOSO,Centro,2504380000,3069010000
2025-08-06,2025-08-05,P1D,RIOGRAN2,Antioquia,128610000,176250000
2025-08-06,2025-08-05,P1D,TRONERAS,Antioquia,13930000,22380000
2025-08-06,2025-08-05,P1D,AGREGADO,Centro,577460000,577460100
2025-08-06,2025-08-05,P1D,MIRAFLOR,Antioquia,53250000,58570000
2025-08-06,2025-08-05,P1D,ITUANGO,Antioquia,23440000,1322440000
2025-08-06,2025-08-05,P1D,CALIMA1,Valle,374010000,478370000
2025-08-06,2025-08-05,P1D,SISGA,CENTRO,92280000,92280000
2025-08-06,2025-08-05,P1D,ELQUIMBO,Centro,2265070000,2729890000
2025-08-06,2025-08-05,P1D,GUAVIO,Oriente,514770000,757530000
2025-08-06,2025-08-05,P1D,ALTOANCH,Valle,9010000,15330000
2025-08-06,2025-08-05,P1D,MIEL1,Caldas,320360000,366640000
2025-08-06,2025-08-05,P1D,PORCE3,Antioquia,100540000,129990000
2025-08-06,2025-08-05,P1D,PUNCHINA,Antioquia,33320000,47300000
2025-08-06,2025-08-05,P1D,BETANIA,Centro,611020000,1066520000
2025-08-06,2025-08-05,P1D,URRA1,Caribe,898310000,1252320000
2025-08-06,2025-08-05,P1D,SANLOREN,Antioquia,148610000,165470000
2025-08-06,2025-08-05,P1D,SALVAJIN,Valle,577690000,669140000
2025-08-06,2025-08-05,P1D,CHUZA,Oriente,200050000,210370000
2025-08-06,2025-08-05,P1D,PENOL,Antioquia,929490000,1007330000
2025-08-06,2025-08-05,P1D,TOMINE,CENTRO,387830000,387830000
2025-08-06,2025-08-05,P1D,MUNA,Centro,4660000,4740000
2025-08-06,2025-08-05,P1D,PORCE2,Antioquia,66630000,105420000
2025-08-06,2025-08-05,P1D,NEUSA,CENTRO,97350000,97350100
2025-08-06,2025-08-05,P1D,PRADO,Centro,388020000,715840000
2025-08-06,2025-08-05,P1D,PLAYAS,Antioquia,47420000,66990000
2025-04-21,2025-04-20,P1D,ITUANGO,Antioquia,120080000,1419080000
2025-04-21,2025-04-20,P1D,MIEL1,Caldas,329300000,375580000
2025-04-21,2025-04-20,P1D,PUNCHINA,Antioquia,22510000,36430000
2025-04-21,2025-04-20,P1D,SALVAJIN,Valle,375760000,467210000
2025-04-21,2025-04-20,P1D,ESMERALD,Oriente,177527000,198237000
2025-04-21,2025-04-20,P1D,SOGAMOSO,Centro,1484340000,2048970000
2025-04-21,2025-04-20,P1D,CHUZA,Oriente,83730000,94050000
2025-04-21,2025-04-20,P1D,PENOL,Antioquia,694750000,772590000
2025-04-21,2025-04-20,P1D,TOMINE,CENTRO,275755000,275755000
2025-04-21,2025-04-20,P1D,TRONERAS,Antioquia,19290000,27740000
2025-04-21,2025-04-20,P1D,AGREGADO,Centro,415831000,415831100
2025-04-21,2025-04-20,P1D,PORCE2,Antioquia,63450000,102240000
2025-04-21,2025-04-20,P1D,PRADO,Centro,409090000,739880000
2025-04-21,2025-04-20,P1D,MIRAFLOR,Antioquia,8110000,13430000
2025-04-21,2025-04-20,P1D,ALTOANCH,Valle,6740000,13060000
2025-04-21,2025-04-20,P1D,PORCE3,Antioquia,89600000,119050000
2025-04-21,2025-04-20,P1D,BETANIA,Centro,508672000,964172000
2025-04-21,2025-04-20,P1D,URRA1,Caribe,821040000,1175050000
2025-04-21,2025-04-20,P1D,SANLOREN,Antioquia,95630000,112490000
2025-04-21,2025-04-20,P1D,CALIMA1,Valle,239570000,343930000
2025-04-21,2025-04-20,P1D,SISGA,CENTRO,50631000,50631000
2025-04-21,2025-04-20,P1D,RIOGRAN2,Antioquia,95800000,143440000
2025-04-21,2025-04-20,P1D,MUNA,Centro,7116000,7196000
2025-04-21,2025-04-20,P1D,ELQUIMBO,Centro,1569957000,2034777000
2025-04-21,2025-04-20,P1D,NEUSA,CENTRO,89445000,89445100
2025-04-21,2025-04-20,P1D,GUAVIO,Oriente,285386000,528146000
2025-04-21,2025-04-20,P1D,PLAYAS,Antioquia,54900000,74470000
2025-05-04,2025-05-03,P1D,ALTOANCH,Valle,25600000,31920000
2025-05-04,2025-05-03,P1D,ITUANGO,Antioquia,124530000,1423530000
2025-05-04,2025-05-03,P1D,PORCE3,Antioquia,108030000,137480000
2025-05-04,2025-05-03,P1D,PUNCHINA,Antioquia,31090000,45010000
2025-05-04,2025-05-03,P1D,URRA1,Caribe,1002210000,1356220000
2025-05-04,2025-05-03,P1D,SALVAJIN,Valle,499040000,590490000
2025-05-04,2025-05-03,P1D,ESMERALD,Oriente,225575000,246285000
2025-05-04,2025-05-03,P1D,SOGAMOSO,Centro,1891980000,2456610000
2025-05-04,2025-05-03,P1D,RIOGRAN2,Antioquia,118290000,165930000
2025-05-04,2025-05-03,P1D,TOMINE,CENTRO,280711000,280711000
2025-05-04,2025-05-03,P1D,TRONERAS,Antioquia,22610000,31060000
2025-05-04,2025-05-03,P1D,MUNA,Centro,11421000,11501000
2025-05-04,2025-05-03,P1D,AGREGADO,Centro,428505000,428505100
2025-05-04,2025-05-03,P1D,MIEL1,Caldas,369600000,415880000
2025-05-04,2025-05-03,P1D,PRADO,Centro,479110000,809900000
2025-05-04,2025-05-03,P1D,BETANIA,Centro,733897000,1189397000
2025-05-04,2025-05-03,P1D,SANLOREN,Antioquia,129270000,146130000
2025-05-04,2025-05-03,P1D,CALIMA1,Valle,260260000,364620000
2025-05-04,2025-05-03,P1D,CHUZA,Oriente,92890000,103210000
2025-05-04,2025-05-03,P1D,SISGA,CENTRO,53020000,53020000
2025-05-04,2025-05-03,P1D,PLAYAS,Antioquia,56430000,76000000
2025-05-04,2025-05-03,P1D,MIRAFLOR,Antioquia,5170000,10490000
2025-05-04,2025-05-03,P1D,PENOL,Antioquia,748690000,826530000
2025-05-04,2025-05-03,P1D,ELQUIMBO,Centro,1798218000,2263038000
2025-05-04,2025-05-03,P1D,PORCE2,Antioquia,57330000,96120000
2025-05-04,2025-05-03,P1D,NEUSA,CENTRO,94774000,94774100
2025-05-04,2025-05-03,P1D,GUAVIO,Oriente,312351000,555111000
2025-04-06,2025-04-05,P1D,ALTOANCH,Valle,10670000,16990000
2025-04-06,2025-04-05,P1D,ITUANGO,Antioquia,78060000,1377060000
2025-04-06,2025-04-05,P1D,BETANIA,Centro,659845000,1115345000
2025-04-06,2025-04-05,P1D,URRA1,Caribe,800610000,1154620000
2025-04-06,2025-04-05,P1D,SANLOREN,Antioquia,74600000,91460000
2025-04-06,2025-04-05,P1D,CALIMA1,Valle,217760000,322120000
2025-04-06,2025-04-05,P1D,SALVAJIN,Valle,289270000,380720000
2025-04-06,2025-04-05,P1D,SISGA,CENTRO,50877000,50877000
2025-04-06,2025-04-05,P1D,TOMINE,CENTRO,281209000,281209000
2025-04-06,2025-04-05,P1D,TRONERAS,Antioquia,13930000,22380000
2025-04-06,2025-04-05,P1D,MUNA,Centro,5802000,5882000
2025-04-06,2025-04-05,P1D,ELQUIMBO,Centro,1558394000,2023214000
2025-04-06,2025-04-05,P1D,NEUSA,CENTRO,85036000,85036100
2025-04-06,2025-04-05,P1D,GUAVIO,Oriente,196710000,439470000
2025-04-06,2025-04-05,P1D,PRADO,Centro,398140000,728930000
2025-04-06,2025-04-05,P1D,PLAYAS,Antioquia,55330000,74900000
2025-04-06,2025-04-05,P1D,PORCE3,Antioquia,58120000,87570000
2025-04-06,2025-04-05,P1D,PUNCHINA,Antioquia,27010000,40930000
2025-04-06,2025-04-05,P1D,ESMERALD,Oriente,195351000,216061000
2025-04-06,2025-04-05,P1D,SOGAMOSO,Centro,1445840000,2010470000
2025-04-06,2025-04-05,P1D,CHUZA,Oriente,71316000,81636000
2025-04-06,2025-04-05,P1D,RIOGRAN2,Antioquia,66380000,114020000
2025-04-06,2025-04-05,P1D,PENOL,Antioquia,635000000,712840000
2025-04-06,2025-04-05,P1D,AGREGADO,Centro,417122000,417122100
2025-04-06,2025-04-05,P1D,PORCE2,Antioquia,60320000,99110000
2025-04-06,2025-04-05,P1D,MIRAFLOR,Antioquia,1350000,6670000
2025-04-06,2025-04-05,P1D,MIEL1,Caldas,399300000,445580000
2025-09-08,2025-09-07,P1D,ALTOANCH,Valle,23070000,29390000
2025-09-08,2025-09-07,P1D,ITUANGO,Antioquia,76800000,1375800000
2025-09-08,2025-09-07,P1D,MIEL1,Caldas,335110000,383120000
2025-09-08,2025-09-07,P1D,PORCE3,Antioquia,99020000,128470000
2025-09-08,2025-09-07,P1D,PUNCHINA,Antioquia,27260000,41240000
2025-09-08,2025-09-07,P1D,BETANIA,Centro,644340000,1099840000
2025-09-08,2025-09-07,P1D,URRA1,Caribe,1008410000,1362420000
2025-09-08,2025-09-07,P1D,SANLOREN,Antioquia,153200000,170060000
2025-09-08,2025-09-07,P1D,CALIMA1,Valle,375250000,479610000
2025-09-08,2025-09-07,P1D,SALVAJIN,Valle,385500000,476950000
2025-09-08,2025-09-07,P1D,ESMERALD,Oriente,556170000,576880000
2025-09-08,2025-09-07,P1D,SOGAMOSO,Centro,2584930000,3149560000
2025-09-08,2025-09-07,P1D,CHUZA,Oriente,193110000,203430000
2025-09-08,2025-09-07,P1D,SISGA,Centro,85900000,85900000
2025-09-08,2025-09-07,P1D,RIOGRAN2,Antioquia,130800000,178440000
2025-09-08,2025-09-07,P1D,TOMINE,Centro,405670000,405670000
2025-09-08,2025-09-07,P1D,TRONERAS,Antioquia,21920000,30370000
2025-09-08,2025-09-07,P1D,MUNA,Centro,12120000,12200000
2025-09-08,2025-09-07,P1D,AGREGADO,Centro,11407520000,15655210000
2025-09-08,2025-09-07,P1D,ELQUIMBO,Centro,2264320000,2729140000
2025-09-08,2025-09-07,P1D,PORCE2,Antioquia,78370000,117160000
2025-09-08,2025-09-07,P1D,NEUSA,Centro,95050000,95050000
2025-09-08,2025-09-07,P1D,GUAVIO,Oriente,517170000,759930000
2025-09-08,2025-09-07,P1D,PRADO,Centro,233150000,560970000
2025-09-08,2025-09-07,P1D,PLAYAS,Antioquia,49450000,69020000
2025-09-08,2025-09-07,P1D,PENOL,Antioquia,978920000,1056760000
2025-09-08,2025-09-07,P1D,MIRAFLOR,Antioquia,72510000,77830000
2025-07-27,2025-07-26,P1D,ALTOANCH,Valle,6480000,12800000
2025-07-27,2025-07-26,P1D,ITUANGO,Antioquia,40940000,1339940000
2025-07-27,2025-07-26,P1D,MIEL1,Caldas,327800000,375370000
2025-07-27,2025-07-26,P1D,PORCE3,Antioquia,88970000,118420000
2025-07-27,2025-07-26,P1D,PUNCHINA,Antioquia,31680000,31470000
2025-07-27,2025-07-26,P1D,BETANIA,Centro,615029000,1070529000
2025-07-27,2025-07-26,P1D,URRA1,Caribe,1001230000,1355240000
2025-07-27,2025-07-26,P1D,CALIMA1,Valle,371940000,476300000
2025-07-27,2025-07-26,P1D,ESMERALD,Oriente,508160000,528870000
2025-07-27,2025-07-26,P1D,SOGAMOSO,Centro,2487570000,3064010000
2025-07-27,2025-07-26,P1D,RIOGRAN2,Antioquia,127050000,174690000
2025-07-27,2025-07-26,P1D,TRONERAS,Antioquia,19620000,28070000
2025-07-27,2025-07-26,P1D,AGREGADO,Centro,565765000,565765100
2025-07-27,2025-07-26,P1D,ELQUIMBO,Centro,2154751000,2619571000
2025-07-27,2025-07-26,P1D,PORCE2,Antioquia,45110000,83900000
2025-07-27,2025-07-26,P1D,NEUSA,CENTRO,97161000,97161100
2025-07-27,2025-07-26,P1D,GUAVIO,Oriente,501814000,744574000
2025-07-27,2025-07-26,P1D,PRADO,Centro,418540000,746360000
2025-07-27,2025-07-26,P1D,SANLOREN,Antioquia,138180000,159880000
2025-07-27,2025-07-26,P1D,SALVAJIN,Valle,616860000,708310000
2025-07-27,2025-07-26,P1D,CHUZA,Oriente,200047000,210367000
2025-07-27,2025-07-26,P1D,SISGA,CENTRO,92280000,92280000
2025-07-27,2025-07-26,P1D,PENOL,Antioquia,938590000,1016430000
2025-07-27,2025-07-26,P1D,TOMINE,CENTRO,376324000,376324000
2025-07-27,2025-07-26,P1D,MUNA,Centro,4910000,4990000
2025-07-27,2025-07-26,P1D,PLAYAS,Antioquia,30550000,50120000
2025-07-27,2025-07-26,P1D,MIRAFLOR,Antioquia,43320000,48640000
2025-05-29,2025-05-28,P1D,ITUANGO,Antioquia,113190000,1412190000
2025-05-29,2025-05-28,P1D,PORCE3,Antioquia,67620000,97070000
2025-05-29,2025-05-28,P1D,PUNCHINA,Antioquia,36750000,50730000
2025-05-29,2025-05-28,P1D,BETANIA,Centro,652613000,1108113000
2025-05-29,2025-05-28,P1D,SALVAJIN,Valle,554590000,646040000
2025-05-29,2025-05-28,P1D,MUNA,Centro,11770000,11850000
2025-05-29,2025-05-28,P1D,PLAYAS,Antioquia,53480000,73050000
2025-05-29,2025-05-28,P1D,PENOL,Antioquia,860550000,938390000
2025-05-29,2025-05-28,P1D,ELQUIMBO,Centro,2050163000,2514983000
2025-05-29,2025-05-28,P1D,MIRAFLOR,Antioquia,8770000,14090000
2025-05-29,2025-05-28,P1D,ALTOANCH,Valle,6240000,12560000
2025-05-29,2025-05-28,P1D,MIEL1,Caldas,406700000,452980000
2025-05-29,2025-05-28,P1D,URRA1,Caribe,1001370000,1355380000
2025-05-29,2025-05-28,P1D,SANLOREN,Antioquia,142660000,159520000
2025-05-29,2025-05-28,P1D,CALIMA1,Valle,311540000,415900000
2025-05-29,2025-05-28,P1D,ESMERALD,Oriente,398316000,419026000
2025-05-29,2025-05-28,P1D,SOGAMOSO,Centro,2649790000,3214420000
2025-05-29,2025-05-28,P1D,CHUZA,Oriente,122809000,133129000
2025-05-29,2025-05-28,P1D,SISGA,CENTRO,63913000,63913000
2025-05-29,2025-05-28,P1D,RIOGRAN2,Antioquia,138680000,186320000
2025-05-29,2025-05-28,P1D,TOMINE,CENTRO,293522000,293522000
2025-05-29,2025-05-28,P1D,TRONERAS,Antioquia,21610000,30060000
2025-05-29,2025-05-28,P1D,AGREGADO,Centro,452118000,452118100
2025-05-29,2025-05-28,P1D,PORCE2,Antioquia,54110000,92900000
2025-05-29,2025-05-28,P1D,NEUSA,CENTRO,94683000,94683100
2025-05-29,2025-05-28,P1D,GUAVIO,Oriente,442823000,685583000
2025-05-29,2025-05-28,P1D,PRADO,Centro,465240000,796030000
2025-06-07,2025-06-06,P1D,URRA1,Caribe,1109990000,1464000000
2025-06-07,2025-06-06,P1D,CALIMA1,Valle,321440000,425800000
2025-06-07,2025-06-06,P1D,SALVAJIN,Valle,588120000,679570000
2025-06-07,2025-06-06,P1D,SISGA,CENTRO,69359000,69359000
2025-06-07,2025-06-06,P1D,RIOGRAN2,Antioquia,148370000,196010000
2025-06-07,2025-06-06,P1D,TOMINE,CENTRO,299638000,299638000
2025-06-07,2025-06-06,P1D,AGREGADO,Centro,462859000,462859100
2025-06-07,2025-06-06,P1D,GUAVIO,Oriente,521843000,764603000
2025-06-07,2025-06-06,P1D,MIRAFLOR,Antioquia,14660000,19980000
2025-06-07,2025-06-06,P1D,BETANIA,Centro,736353000,1191853000
2025-06-07,2025-06-06,P1D,MUNA,Centro,8534000,8614000
2025-06-07,2025-06-06,P1D,ALTOANCH,Valle,20840000,27160000
2025-06-07,2025-06-06,P1D,ITUANGO,Antioquia,107260000,1406260000
2025-06-07,2025-06-06,P1D,MIEL1,Caldas,387340000,433620000
2025-06-07,2025-06-06,P1D,PORCE3,Antioquia,72890000,102340000
2025-06-07,2025-06-06,P1D,PUNCHINA,Antioquia,19140000,33120000
2025-06-07,2025-06-06,P1D,SANLOREN,Antioquia,131240000,148100000
2025-06-07,2025-06-06,P1D,ESMERALD,Oriente,422679000,443389000
2025-06-07,2025-06-06,P1D,SOGAMOSO,Centro,2610350000,3174980000
2025-06-07,2025-06-06,P1D,CHUZA,Oriente,139160000,149480000
2025-06-07,2025-06-06,P1D,PENOL,Antioquia,870930000,948770000
2025-06-07,2025-06-06,P1D,TRONERAS,Antioquia,19660000,28110000
2025-06-07,2025-06-06,P1D,ELQUIMBO,Centro,2263514000,2728334000
2025-06-07,2025-06-06,P1D,PORCE2,Antioquia,73120000,111910000
2025-06-07,2025-06-06,P1D,NEUSA,CENTRO,93862000,93862100
2025-06-07,2025-06-06,P1D,PRADO,Centro,476650000,807440000
2025-06-07,2025-06-06,P1D,PLAYAS,Antioquia,53850000,73420000
2025-06-02,2025-06-01,P1D,ALTOANCH,Valle,18700000,25020000
2025-06-02,2025-06-01,P1D,ITUANGO,Antioquia,110030000,1409030000
2025-06-02,2025-06-01,P1D,MIEL1,Caldas,374010000,420290000
2025-06-02,2025-06-01,P1D,PORCE3,Antioquia,69650000,99100000
2025-06-02,2025-06-01,P1D,PUNCHINA,Antioquia,34340000,48320000
2025-06-02,2025-06-01,P1D,URRA1,Caribe,1051670000,1405680000
2025-06-02,2025-06-01,P1D,CALIMA1,Valle,316090000,420450000
2025-06-02,2025-06-01,P1D,CHUZA,Oriente,129723000,140043000
2025-06-02,2025-06-01,P1D,SISGA,CENTRO,64984000,64984000
2025-06-02,2025-06-01,P1D,PENOL,Antioquia,866600000,944440000
2025-06-02,2025-06-01,P1D,TOMINE,CENTRO,295045000,295045000
2025-06-02,2025-06-01,P1D,ELQUIMBO,Centro,2200097000,2664917000
2025-06-02,2025-06-01,P1D,PORCE2,Antioquia,62690000,101480000
2025-06-02,2025-06-01,P1D,NEUSA,CENTRO,93771000,93771100
2025-06-02,2025-06-01,P1D,GUAVIO,Oriente,488870000,731630000
2025-06-02,2025-06-01,P1D,PRADO,Centro,464830000,795620000
2025-06-02,2025-06-01,P1D,PLAYAS,Antioquia,46080000,65650000
2025-06-02,2025-06-01,P1D,MIRAFLOR,Antioquia,10150000,15470000
2025-06-02,2025-06-01,P1D,BETANIA,Centro,630171000,1085671000
2025-06-02,2025-06-01,P1D,SANLOREN,Antioquia,134960000,151820000
2025-06-02,2025-06-01,P1D,SALVAJIN,Valle,552750000,644200000
2025-06-02,2025-06-01,P1D,ESMERALD,Oriente,405201000,425911000
2025-06-02,2025-06-01,P1D,SOGAMOSO,Centro,2628450000,3193080000
2025-06-02,2025-06-01,P1D,TRONERAS,Antioquia,20640000,29090000
2025-06-02,2025-06-01,P1D,MUNA,Centro,9079000,9159000
2025-06-02,2025-06-01,P1D,AGREGADO,Centro,453800000,453800100
2025-06-02,2025-06-01,P1D,RIOGRAN2,Antioquia,142410000,190050000
2025-04-19,2025-04-18,P1D,PORCE2,Antioquia,59580000,98370000
2025-04-19,2025-04-18,P1D,MIRAFLOR,Antioquia,6770000,12090000
2025-04-19,2025-04-18,P1D,ITUANGO,Antioquia,115070000,1414070000
2025-04-19,2025-04-18,P1D,BETANIA,Centro,525823000,981323000
2025-04-19,2025-04-18,P1D,SANLOREN,Antioquia,89120000,105980000
2025-04-19,2025-04-18,P1D,ESMERALD,Oriente,178760000,199470000
2025-04-19,2025-04-18,P1D,SOGAMOSO,Centro,1489350000,2053980000
2025-04-19,2025-04-18,P1D,CHUZA,Oriente,80310000,90630000
2025-04-19,2025-04-18,P1D,SISGA,CENTRO,50779000,50779000
2025-04-19,2025-04-18,P1D,MUNA,Centro,8943000,9023000
2025-04-19,2025-04-18,P1D,ELQUIMBO,Centro,1588938000,2053758000
2025-04-19,2025-04-18,P1D,NEUSA,CENTRO,89355000,89355100
2025-04-19,2025-04-18,P1D,GUAVIO,Oriente,255018000,497778000
2025-04-19,2025-04-18,P1D,PLAYAS,Antioquia,51630000,71200000
2025-04-19,2025-04-18,P1D,ALTOANCH,Valle,8650000,14970000
2025-04-19,2025-04-18,P1D,MIEL1,Caldas,340550000,386830000
2025-04-19,2025-04-18,P1D,PORCE3,Antioquia,68720000,98170000
2025-04-19,2025-04-18,P1D,PUNCHINA,Antioquia,22260000,36180000
2025-04-19,2025-04-18,P1D,URRA1,Caribe,780160000,1134170000
